territory,year,area,code,surface,WeWorld Index Italia,Sottoindice Contesto,Sottoindice Minori,Sottoindice Donne,Contesto: Ambiente,Contesto: Abitazione,Contesto: Digitalizzazione,Contesto: Sicurezza e protezione,Contesto: Violenza contro donne e bambini,Minori: Salute,Minori: Istruzione,Minori: Povertà educativa,Minori: Capitale umano,Minori: Capitale economico,Donne: Salute,Donne: Educazione,Donne: Opportunità economiche,Donne: Conciliazione vita-lavoro,Donne: Partecipazione politica,Indicatore 1,Indicatore 2,Indicatore 3,Indicatore 4,Indicatore 5,Indicatore 6,Indicatore 7,Indicatore 8,Indicatore 9,Indicatore 10,Indicatore 11,Indicatore 12,Indicatore 13,Indicatore 14,Indicatore 15,Indicatore 16,Indicatore 17,Indicatore 18,Indicatore 19,Indicatore 20,Indicatore 21,Indicatore 22,Indicatore 23,Indicatore 24,Indicatore 25,Indicatore 26,Indicatore 27,Indicatore 28,Indicatore 29,Indicatore 30,Indicatore 1 (dato),Indicatore 2 (dato),Indicatore 3 (dato),Indicatore 4 (dato),Indicatore 5 (dato),Indicatore 6 (dato),Indicatore 7 (dato),Indicatore 8 (dato),Indicatore 9 (dato),Indicatore 10 (dato),Indicatore 11 (dato),Indicatore 12 (dato),Indicatore 13 (dato),Indicatore 14 (dato),Indicatore 15 (dato),Indicatore 16 (dato),Indicatore 17 (dato),Indicatore 18 (dato),Indicatore 19 (dato),Indicatore 20 (dato),Indicatore 21 (dato),Indicatore 22 (dato),Indicatore 23 (dato),Indicatore 24 (dato),Indicatore 25 (dato),Indicatore 26 (dato),Indicatore 27 (dato),Indicatore 28 (dato),Indicatore 29 (dato),Indicatore 30 (dato),Popolazione (totale),Popolazione (0-17),Popolazione (donne),Popolazione (0-13),EU Social Progress Index 2.0,Subnational HDI,PIL per abitante
Puglia,2021,Sud,16.0,19540.904100000003,38.8,61.4,35.5,26.8,64.2,78.7,49.8,63.3,55.0,65.9,54.4,24.8,37.5,16.8,44.1,18.8,17.0,29.8,32.6,68.4,60.0,72.3,85.0,34.2,65.3,51.6,75.0,61.6,48.5,27.9,104.0,58.0,50.7,42.4,7.14,65.4,9.64,24.0,9.67,45.0,43.3,31.9,5.77,12.5,21.5,34.7,24.9,42.5,22.7,12.03703703703704,475.0,5.2,7.1,34.394111647120965,53.925,0.7,5.6,0.24815465991024246,31.49027585697921,33.5,861.5297397769517,42.0,49.3,17.6,6.9,51.7,5.0,28.8,20225.429824610528,66.2,58.8,29.3,7.4,25.9591444193577,26.4,19.7,64.5,29.075,13.7,3933777.0,623294.0,2020524.0,463503.0,,0.859,20225.429824610528
Puglia,2022,Sud,16.0,19540.904100000003,41.2,62.2,44.2,25.5,64.9,70.6,62.2,63.1,51.7,64.5,53.6,34.8,46.4,30.3,44.8,15.3,15.9,36.6,27.0,67.7,62.1,59.6,81.6,46.4,78.0,51.6,74.5,68.4,35.0,28.9,100.0,57.5,49.7,62.5,7.14,66.4,26.4,47.2,13.4,49.7,39.9,25.0,5.59,10.3,21.5,37.0,36.1,31.3,22.7,12.19230769230769,467.0,7.6,8.7,46.54717241768897,63.5,0.7,5.7,0.2,39.70742398134013,33.2,879.2077669902912,42.5,50.3,14.6,6.9,52.5,13.7,20.0,21989.94135085434,67.1,57.8,27.7,7.3,26.6203049433197,26.4,20.6,69.8,25.0,13.7,3922941.0,610508.0,2012032.0,452792.0,,0.869,21989.94135085434
Puglia,2023,Sud,16.0,19540.904100000003,43.0,63.8,49.1,25.4,64.9,72.1,64.9,62.8,55.4,64.5,54.5,40.9,62.2,31.9,34.9,18.4,14.6,42.0,27.0,67.7,62.1,59.6,84.6,51.7,78.0,51.6,74.1,75.8,35.0,28.9,100.0,58.7,50.4,74.6,7.14,70.4,54.0,47.2,16.6,40.9,29.0,28.9,7.92,8.08,21.1,37.0,46.9,31.3,22.7,12.19230769230769,467.0,7.6,7.3,51.80494427225185,63.5,0.7,5.8,0.15,39.70742398134013,33.2,879.2077669902912,41.3,49.6,12.8,6.9,55.7,28.0,20.0,23500.974558883874,65.4,54.6,28.6,8.6,27.2814654672817,26.3,20.6,74.9,25.0,13.7,3907683.0,597581.0,2003546.0,442424.0,82.7,,23500.974558883874
Sardegna,2018,Isole,20.0,24100.0209,41.3,41.6,52.2,32.4,69.4,56.9,13.0,62.4,38.6,85.2,54.4,41.8,61.6,32.3,43.8,17.9,33.8,57.1,23.7,75.1,63.8,51.1,62.8,3.49,22.6,51.6,73.2,52.2,25.0,71.5,98.9,60.1,48.7,41.8,41.9,65.3,58.0,53.0,11.6,53.3,34.4,26.7,9.17,48.4,19.1,59.5,54.7,39.6,7.79,10.54545454545454,461.0,9.2,17.6,3.71505483599562,21.8,0.7,6.0,0.3175615717154259,45.81308870218028,20.7,885.2666666666667,39.9,51.3,17.7,28.0,51.6,30.1,17.8,21139.329296077707,67.8,56.2,28.1,9.3,15.3151073119968,25.7,29.3,78.6,28.0,6.7,1631040.0,228044.0,829671.0,172627.0,,0.87,21139.329296077707
Sardegna,2019,Isole,20.0,24100.0209,46.3,51.4,55.9,34.4,72.7,75.4,23.4,64.4,43.5,82.4,54.5,43.2,67.5,41.8,36.7,17.9,38.1,60.7,31.8,80.2,65.1,81.9,69.0,14.4,32.4,51.6,77.2,46.1,40.9,69.1,95.6,60.0,49.0,41.8,44.7,68.6,66.5,70.7,12.9,47.1,26.3,25.8,9.89,57.0,19.1,60.2,61.1,41.9,21.8,9.4,456.0,3.4,14.7,14.64918773171383,29.225,0.7,5.1,0.36477933889824476,36.097944160158,21.4,900.4117647058823,40.0,51.0,17.7,29.7,54.2,34.5,11.1,21725.245189560268,66.6,53.8,27.9,9.7,12.7511405894176,25.7,29.6,81.6,28.825,13.3,1622257.0,222780.0,824905.0,168377.0,,0.875,21725.245189560268
Sardegna,2020,Isole,20.0,24100.0209,48.2,52.7,55.1,38.5,76.0,61.4,32.3,71.4,38.0,78.5,51.5,56.3,59.4,37.4,43.0,27.4,37.4,57.8,33.0,83.8,68.1,50.0,72.8,22.3,42.3,57.2,85.7,45.7,30.2,66.8,90.2,57.0,46.0,73.9,38.7,68.4,50.3,65.4,9.44,46.6,39.5,44.0,10.8,55.7,19.1,63.1,52.6,44.1,21.8,8.6,445.0,9.4,12.9,22.460857847048597,36.65,0.6,3.2,0.36727595707523464,42.677367075124764,22.1,925.2994350282486,42.95,54.0,12.9,26.1,54.1,26.1,13.1,20116.5,66.5,57.7,32.1,10.2,13.1509517117932,25.7,30.7,77.6,29.65,13.3,1611621.0,217811.0,819925.0,163778.0,,0.87,20116.5
Sardegna,2021,Isole,20.0,24100.0209,48.4,57.1,50.2,39.5,74.4,69.5,41.2,64.7,43.9,76.7,48.6,56.9,41.0,36.5,47.1,28.3,35.8,59.3,34.1,87.4,61.3,68.6,70.4,30.2,52.2,41.5,87.9,61.7,26.1,70.3,83.1,54.1,43.0,71.9,41.9,68.6,13.5,58.6,14.4,59.5,34.8,42.3,14.4,51.7,19.8,67.7,50.9,46.4,21.8,7.8,470.0,5.9,14.0,30.36551623014062,44.075,0.9,2.7,0.24707082099780786,45.18148210384809,21.05,958.2754491017964,45.9,57.0,13.2,28.0,54.2,7.0,15.7,22461.555087178196,69.0,56.3,31.7,12.2,14.324737005715,25.9,32.5,76.8,30.475,13.3,1590044.0,214236.0,811934.0,160032.0,,0.876,22461.555087178196
Sardegna,2022,Isole,20.0,24100.0209,51.1,60.5,52.9,41.8,76.0,69.3,49.1,66.9,46.6,71.5,50.2,51.9,55.5,40.0,46.1,45.9,32.8,52.0,35.2,87.9,64.0,61.2,77.4,36.2,62.1,46.4,87.5,61.3,32.0,73.9,69.0,55.8,44.7,61.8,41.9,69.1,42.0,61.2,18.8,54.8,37.5,74.8,17.1,45.1,20.5,74.7,29.3,48.6,21.8,7.7,460.0,7.3,10.7,36.36969836682338,51.5,0.8,2.8,0.25,41.57017778116893,20.0,1023.8486842105264,44.2,55.3,14.7,28.0,54.6,21.8,14.7,24532.53316654031,68.1,57.1,39.2,13.7,16.2891694743667,26.1,35.2,66.6,31.3,13.3,1587413.0,209696.0,808743.0,155625.0,,0.879,24532.53316654031
Sardegna,2023,Isole,20.0,24100.0209,52.1,63.3,52.8,42.4,76.0,70.4,50.6,66.7,56.2,71.5,48.0,43.2,66.2,41.9,41.5,41.3,36.8,61.9,35.2,87.9,64.0,61.2,79.7,39.0,62.1,46.4,87.0,80.3,32.0,73.9,69.0,54.1,41.9,44.4,41.9,69.6,62.8,61.2,22.6,56.4,26.6,62.3,20.3,53.1,20.5,74.7,49.0,48.6,21.8,7.7,460.0,7.3,9.6,39.1809160721305,51.5,0.8,2.9,0.12,41.57017778116893,20.0,1023.8486842105264,45.9,58.1,17.3,28.0,55.0,32.6,14.7,26315.822905418285,68.4,53.9,36.3,15.5,13.9164807019084,26.1,35.2,75.9,31.3,13.3,1578146.0,204562.0,803901.0,150288.0,89.3,,26315.822905418285
Sicilia,2018,Isole,19.0,25832.387900000005,32.3,42.2,34.6,23.0,67.5,55.0,15.6,55.5,41.8,66.8,48.0,11.6,57.3,23.2,36.4,7.46,23.7,16.2,61.0,72.3,62.7,71.8,38.1,21.3,9.92,51.6,59.3,77.0,6.58,31.3,102.0,52.7,43.4,13.0,10.3,65.1,49.5,41.7,4.8,41.4,31.4,12.4,2.54,21.7,25.8,9.63,22.8,83.0,39.1,11.16666666666667,465.0,5.3,29.3,21.498634155019662,12.3,0.7,9.1,0.14163839961227132,57.092961313267686,32.5,869.1263586956521,47.3,56.6,22.0,8.8,51.5,25.7,22.1,17929.84522312909,65.5,55.3,24.8,5.6,23.2370845961614,27.7,10.0,63.5,43.8,21.4,4942188.0,846621.0,2539317.0,639677.0,,0.848,17929.84522312909
Sicilia,2019,Isole,19.0,25832.387900000005,32.3,44.9,33.8,22.2,69.7,57.6,23.9,59.7,31.7,70.7,47.6,11.1,58.1,20.4,39.7,4.32,24.5,21.3,59.6,74.5,64.8,72.9,42.4,29.5,18.3,51.6,67.8,46.9,16.6,38.8,103.0,52.4,42.7,11.0,11.3,65.8,50.5,35.4,5.47,48.1,31.4,7.18,1.47,23.1,25.8,15.8,26.8,80.1,39.1,10.66666666666667,457.0,5.1,27.3,29.641292968226402,18.6,0.7,7.2,0.35819163371801127,50.986829423443915,30.3,867.754507628294,47.6,57.3,22.3,9.4,52.0,26.2,24.5,18242.844860279238,66.8,55.3,23.6,5.0,22.8125438436235,27.7,12.4,65.4,42.75,21.4,4908548.0,830032.0,2520895.0,625651.0,,0.852,18242.844860279238
Sicilia,2020,Isole,19.0,25832.387900000005,36.1,50.2,35.5,26.4,70.5,56.4,31.3,63.5,40.2,70.5,45.8,11.5,53.6,28.4,44.0,6.76,23.0,32.0,58.2,72.4,68.6,59.0,53.8,35.9,26.7,51.6,75.4,62.6,17.7,41.9,99.1,51.0,40.5,14.3,8.62,65.9,41.3,53.6,3.3,49.1,38.8,10.4,3.08,20.2,25.8,16.1,48.0,77.2,39.1,11.14285714285714,443.0,7.7,21.9,36.02372209801535,24.9,0.7,5.5,0.24041346307379433,50.3164413211594,29.4,884.1139971139971,49.05,59.45,21.8,7.8,52.1,21.4,17.6,17221.2,67.0,57.5,24.35,5.9,23.6994553384864,27.7,12.5,75.4,41.7,21.4,4875290.0,814527.0,2504348.0,612691.0,,0.85,17221.2
Sicilia,2021,Isole,19.0,25832.387900000005,35.5,50.7,33.7,26.1,67.6,51.6,41.2,66.9,34.9,61.6,44.0,13.9,38.4,30.0,40.4,9.19,22.1,26.0,56.7,70.3,64.8,64.4,38.8,47.4,35.1,51.6,82.1,62.4,7.49,34.4,88.8,49.5,38.4,18.3,9.44,66.3,10.6,52.8,7.22,40.9,39.9,13.7,4.69,18.8,25.5,17.4,34.6,74.3,39.1,11.61111111111111,457.0,6.7,29.0,47.49969304391201,31.2,0.7,4.0,0.2420599300043369,56.53404371820033,31.599999999999998,931.9573170731708,50.5,61.6,21.2,8.3,52.4,5.5,17.9,19067.569201406848,65.4,57.8,25.1,6.8,24.0986804215462,27.6,13.0,69.1,40.65,21.4,4833705.0,812705.0,2486946.0,611364.0,,0.852,19067.569201406848
Sicilia,2022,Isole,19.0,25832.387900000005,37.9,56.1,38.4,25.3,68.3,50.9,51.4,62.9,49.2,55.2,44.0,21.9,48.1,32.8,41.8,9.92,21.6,21.1,55.3,71.6,65.1,70.7,31.2,59.4,43.5,46.4,79.4,74.3,24.1,26.9,83.5,49.6,38.3,34.4,9.44,66.3,29.9,53.8,11.8,47.1,36.5,15.9,3.98,17.7,25.5,19.7,22.6,71.4,39.1,11.33333333333333,456.0,5.5,32.6,59.498749092487955,37.5,0.8,4.6,0.16,46.41256164079767,33.8,956.8807631160572,50.35,61.7,18.8,8.3,52.4,15.5,17.5,21221.922162862535,66.6,56.8,25.6,6.4,24.4206701496559,27.6,13.9,63.4,39.6,21.4,4833329.0,802634.0,2479556.0,601878.0,,0.859,21221.922162862535
Sicilia,2023,Isole,19.0,25832.387900000005,38.3,54.2,42.4,24.4,68.3,54.2,53.2,62.7,38.0,55.2,44.2,27.6,58.5,34.6,39.2,9.84,21.7,18.6,55.3,71.6,65.1,70.7,37.7,63.0,43.5,46.4,79.0,51.9,24.1,26.9,83.5,49.8,38.6,45.8,9.44,69.4,47.6,53.8,15.3,46.0,32.4,15.0,4.69,18.0,25.5,19.7,17.5,71.4,39.1,11.33333333333333,456.0,5.5,29.5,63.11751950429938,37.5,0.8,4.7,0.32,46.41256164079767,33.8,956.8807631160572,50.2,61.4,17.1,8.3,54.9,24.7,17.5,22891.35817882931,66.4,55.6,25.4,6.8,24.3303662799835,27.6,13.9,61.0,39.6,21.4,4814016.0,789243.0,2468619.0,590762.0,75.9,,22891.35817882931
Sud,2018,,,,35.8,43.2,40.5,26.2,65.6,62.4,14.4,52.6,48.4,53.3,53.9,26.3,59.6,24.2,37.4,15.5,21.9,23.2,41.5,64.2,67.0,64.4,60.5,15.2,13.5,41.5,63.8,74.8,21.9,23.1,83.5,58.1,49.8,45.8,6.81,68.7,50.5,40.4,8.05,42.4,32.4,27.6,3.44,17.3,26.5,18.2,28.3,62.7,20.4,12.968429210908246,449.0,6.7,18.7,15.442818926074816,15.0,0.9,8.1,0.15626053204864448,47.70738140500309,34.9,956.6476802036151,41.9,50.2,17.1,6.7,54.3,26.2,22.6,19459.018161438762,65.7,55.6,28.3,6.1,24.5318097577924,27.9,13.3,66.1,36.4,12.6,13863703.0,2348283.0,7102318.0,1765569.0,,,
Sud,2019,,,,38.8,51.0,41.8,27.3,67.4,68.8,25.1,59.7,49.9,54.6,53.8,27.7,63.0,25.0,39.9,15.8,21.5,27.0,41.4,67.2,67.5,64.9,72.8,27.6,22.5,51.6,67.8,74.8,25.0,23.1,86.1,57.9,49.7,48.5,6.97,69.2,56.9,41.2,8.79,47.1,32.7,28.4,3.26,16.5,26.5,21.2,32.7,58.2,24.6,12.305223414278187,447.0,6.6,12.9,27.79684318209939,21.75,0.7,7.2,0.15626053204864448,45.84687601468482,34.9,944.4019067470141,42.1,50.3,16.7,6.8,54.7,29.5,22.3,19806.83184760315,66.6,55.7,28.5,6.0,24.7967969739224,27.9,14.5,68.2,34.775,14.6,13790862.0,2300194.0,7059508.0,1725371.0,,,
Sud,2020,,,,39.1,54.1,39.9,27.7,68.2,63.6,30.7,67.2,52.0,54.6,51.3,23.3,56.4,27.5,44.1,17.7,21.0,25.6,39.2,67.6,68.9,62.2,64.9,29.9,31.5,57.2,77.2,76.8,27.1,23.1,86.1,56.0,46.6,43.1,3.51,69.6,43.2,48.6,6.51,47.6,40.5,32.8,2.72,15.9,26.1,23.1,28.1,53.7,24.6,12.214176691971218,442.0,7.1,16.6,30.051280978683415,28.5,0.6,5.1,0.1429260127772997,44.55387280262613,34.9,944.495437550597,44.05,53.4,17.5,4.7,55.0,22.4,19.5,18732.78023730056,66.7,58.0,29.5,5.7,24.9654370391567,27.8,15.2,66.0,33.15,14.6,13707269.0,2254575.0,7019543.0,1688637.0,,,
Sud,2021,,,,39.3,57.1,37.4,28.4,67.9,66.6,41.1,64.9,50.5,49.0,48.8,31.1,39.9,24.8,44.1,20.2,21.5,25.2,38.4,70.7,65.1,65.9,67.3,41.7,40.5,51.6,78.1,74.4,26.6,23.1,74.8,54.0,43.5,57.8,4.34,69.8,10.0,39.1,10.5,48.6,39.5,34.1,6.31,16.8,26.1,25.1,25.3,49.3,27.6,11.524923443549575,456.0,6.4,15.5,41.8247716256252,35.25,0.7,4.9,0.1589968283023605,44.858922353136,34.9,996.9864875466482,46.0,56.5,15.3,5.2,55.2,5.2,23.1,20622.61263235467,66.9,57.7,29.8,7.7,24.6898642996262,27.8,16.0,64.7,31.525,16.0,13539074.0,2233811.0,6940360.0,1669534.0,,,
Sud,2022,,,,41.6,57.3,43.1,29.1,67.6,64.1,50.9,61.1,46.0,52.4,50.0,36.1,52.5,30.0,42.6,21.5,19.4,32.4,36.2,68.2,67.0,67.5,60.7,52.3,49.4,46.4,75.9,69.8,22.2,23.1,81.6,54.7,45.4,67.9,4.34,70.6,34.5,45.7,14.3,47.1,38.2,36.2,6.84,13.0,25.8,28.5,36.3,44.8,27.6,12.072773950918332,449.0,6.1,18.6,52.409432552333506,42.0,0.8,5.4,0.19,47.57365872179497,34.9,965.3106283454173,45.3,54.6,13.8,5.2,55.8,17.9,20.6,22396.49420179821,66.6,57.3,30.3,8.0,25.82460605435,27.7,17.3,69.9,29.9,16.0,13512083.0,2191613.0,6910455.0,1632567.0,,,
Sud,2023,,,,42.7,58.9,46.0,28.8,67.6,67.1,53.9,60.9,47.5,52.4,51.1,37.1,65.2,31.7,36.4,25.2,19.6,32.0,34.7,68.2,67.0,67.5,66.6,58.4,49.4,46.4,75.4,72.8,22.1,23.1,81.6,56.1,46.1,69.9,4.34,74.6,55.7,45.7,17.7,41.4,31.4,42.3,8.1,13.4,25.8,28.5,35.5,44.8,24.6,12.072773950918332,449.0,6.1,15.8,58.542126561843794,42.0,0.8,5.5,0.17,47.57826252208593,34.9,965.3367981267562,43.9,53.9,13.5,5.2,59.0,28.9,20.6,23985.74699413199,65.5,55.3,31.7,8.7,25.6918065097683,27.7,17.3,69.5,29.9,14.6,13464669.0,2149851.0,6885652.0,1598349.0,,,
Toscana,2018,Centro,9.0,22987.0442,53.2,46.5,69.4,46.7,40.0,84.1,28.2,42.0,54.4,72.3,67.8,69.4,80.3,59.2,46.7,29.5,42.8,72.0,52.4,58.1,21.9,85.1,83.1,10.8,45.6,69.3,14.6,53.2,55.6,64.4,80.2,68.6,67.0,91.3,47.5,82.1,78.5,84.2,34.1,45.0,48.4,48.0,11.0,58.9,26.8,77.5,66.4,54.1,50.6,14.33333333333333,616.0,2.8,8.0,11.03970128059043,39.1,0.4,19.1,0.30985154926204983,27.164103623400027,22.8,971.9932584269662,31.4,33.0,10.3,31.4,64.9,40.7,6.0,31756.71526964686,66.2,60.3,33.0,10.3,12.2106975400675,28.0,36.3,84.1,33.3,26.8,3712048.0,561572.0,1920572.0,432537.0,,0.91,31756.71526964686
Toscana,2019,Centro,9.0,22987.0442,56.1,54.2,70.4,46.2,41.9,83.3,42.2,47.6,66.6,76.0,66.8,71.6,76.5,62.0,44.0,29.4,42.1,72.6,53.3,62.0,21.9,79.2,87.3,26.8,57.7,69.3,25.8,67.0,66.2,71.2,80.7,67.5,66.2,92.6,50.6,82.0,71.1,87.1,36.9,46.0,41.9,48.8,10.1,57.1,27.1,80.1,65.1,56.1,50.6,13.46666666666667,616.0,3.9,6.0,26.969204257690997,48.2,0.4,16.6,0.20933919727314762,20.677179243462405,20.8,969.5456621004566,32.5,33.8,10.1,33.3,64.8,36.9,4.9,33049.05212529417,66.4,58.4,33.2,9.8,12.7193533380505,28.1,37.3,83.5,34.0,26.8,3701343.0,554447.0,1913312.0,424661.0,,0.915,33049.05212529417
Toscana,2020,Centro,9.0,22987.0442,57.1,59.8,64.0,48.6,46.0,80.0,48.4,63.6,67.6,71.5,64.9,56.2,72.1,57.3,50.9,29.3,40.8,70.6,63.0,61.1,30.8,71.3,88.8,26.9,69.8,69.3,58.0,74.6,60.6,62.0,80.9,65.9,63.9,73.9,38.6,82.0,62.3,85.8,28.8,47.1,54.8,51.0,7.56,54.9,26.8,80.9,60.2,58.0,68.1,13.66666666666667,583.0,5.4,5.3,27.097638917392057,57.3,0.4,9.4,0.1577554553808414,24.10120277800092,23.5,968.5720930232558,34.1,36.099999999999994,12.9,26.0,64.8,32.3,5.4,29245.2,66.6,62.2,33.7,8.4,13.3832765379085,28.0,37.6,81.2,34.7,35.0,3692555.0,547732.0,1908237.0,416486.0,,0.907,29245.2
Toscana,2021,Centro,9.0,22987.0442,58.4,63.0,62.6,50.5,46.6,78.7,62.4,65.5,66.3,78.2,63.0,64.4,50.8,59.7,48.6,32.1,42.0,78.4,64.0,66.5,26.8,71.8,85.6,42.9,81.9,76.1,54.8,66.9,65.7,64.0,92.3,64.3,61.6,85.9,42.9,82.6,19.1,83.6,35.7,44.5,52.8,52.3,11.9,56.1,27.8,83.0,73.8,59.9,68.1,12.46666666666667,598.0,5.3,6.8,43.07542184826364,66.4,0.3,10.1,0.21054676098810648,20.95484326528961,22.9,915.9151785714286,35.7,38.4,11.1,28.6,65.3,9.9,6.2,32505.371887982597,66.1,61.6,34.0,10.8,13.0193424506134,28.3,38.4,87.6,35.4,35.0,3692865.0,543817.0,1904315.0,410330.0,,0.913,32505.371887982597
Toscana,2022,Centro,9.0,22987.0442,62.4,66.9,68.2,53.1,46.2,86.2,72.0,60.3,77.7,84.9,63.0,65.7,66.0,63.6,49.0,40.1,42.5,77.9,64.9,62.9,29.5,85.6,86.7,49.9,94.0,69.3,51.3,74.3,81.1,66.1,104.0,64.0,62.1,88.6,42.9,82.8,49.2,85.0,42.3,44.5,53.5,67.9,12.4,56.3,28.8,88.9,67.0,61.8,68.1,13.26666666666667,588.0,2.7,6.3,50.06283046783492,75.5,0.4,10.9,0.16,11.580670632794664,22.3,862.7090517241379,36.0,37.9,10.7,28.6,65.5,25.5,5.7,35611.00428875662,66.1,61.8,37.6,11.1,12.9745374424623,28.6,40.7,84.4,36.1,35.0,3663191.0,535703.0,1886385.0,400297.0,,0.921,35611.00428875662
Toscana,2023,Centro,9.0,22987.0442,63.3,66.2,71.8,53.3,46.2,87.0,74.4,54.7,77.7,84.9,61.8,70.4,78.2,65.8,50.0,44.8,40.4,73.2,64.9,62.9,29.5,85.6,88.4,54.9,94.0,69.3,40.1,74.3,81.1,66.1,104.0,63.0,60.6,98.0,42.9,84.0,72.5,85.0,46.7,47.6,52.4,74.0,15.6,52.4,28.5,88.9,57.5,61.8,68.1,13.26666666666667,588.0,2.7,5.5,54.991255836489415,75.5,0.4,13.4,0.16,11.580670632794664,22.3,862.7090517241379,37.0,39.4,9.3,28.6,66.4,37.6,5.7,37682.24401168983,66.7,61.5,39.0,12.9,14.1295349486216,28.5,40.7,79.9,36.1,35.0,3661981.0,526684.0,1885083.0,389698.0,92.6,,37682.24401168983
Umbria,2018,Centro,10.0,8464.3275,51.9,47.9,65.8,44.2,52.3,77.8,27.2,42.8,53.3,82.1,70.2,65.5,79.0,41.5,36.3,30.1,39.5,78.4,49.8,58.3,46.2,69.1,86.5,23.1,31.2,57.2,28.5,48.5,58.0,69.5,94.7,71.5,68.8,105.0,26.4,86.4,71.5,61.0,22.1,34.7,37.8,49.7,10.6,44.2,34.8,94.1,62.8,65.7,34.0,14.27272727272727,526.0,5.8,6.4,23.32797431986815,28.3,0.6,16.0,0.34545427222607217,25.639125879359376,21.3,904.578947368421,28.5,31.2,8.3,18.6,68.3,37.1,14.8,26085.609852588273,64.2,57.2,33.4,10.1,16.5626822875446,30.4,42.7,82.4,37.5,19.0,876477.0,133620.0,454480.0,103122.0,,0.897,26085.609852588273
Umbria,2019,Centro,10.0,8464.3275,57.2,52.7,67.7,52.4,55.3,73.0,31.8,44.8,70.4,84.2,69.1,62.2,78.6,50.0,36.9,42.3,44.2,83.5,68.7,63.0,47.6,63.3,82.7,21.5,42.1,57.2,32.5,65.3,75.6,68.1,100.0,70.4,67.8,98.0,26.4,90.2,67.1,77.3,22.7,37.3,36.5,72.7,11.9,54.0,34.4,94.8,72.1,62.8,74.7,13.23809523809524,521.0,6.9,8.2,21.71116433957,36.475,0.6,15.1,0.22159093427169707,14.909173823820021,21.7,878.5130434782609,29.6,32.2,9.3,18.6,71.3,34.8,8.6,26351.755292431193,64.7,56.8,38.7,10.8,13.6451420791175,30.3,43.0,86.8,36.45,38.1,873744.0,131570.0,452293.0,101029.0,,0.903,26351.755292431193
Umbria,2020,Centro,10.0,8464.3275,60.2,62.3,60.8,57.7,55.5,73.7,42.5,76.9,70.1,74.3,66.8,48.6,72.1,47.7,48.9,56.2,44.6,77.8,67.3,59.4,51.6,59.0,88.4,32.0,53.0,91.3,62.4,65.1,75.1,52.1,96.4,68.9,64.8,75.9,21.3,90.1,54.2,77.0,18.3,41.9,55.8,104.0,8.46,55.2,34.1,97.4,58.1,59.9,74.7,14.04761904761905,506.0,7.7,5.5,32.13278451101456,44.650000000000006,0.1,8.4,0.2228493247019491,15.20393197179025,26.4,896.5727272727273,31.1,35.2,12.6,15.5,71.2,28.1,8.7,24297.5,65.6,62.5,45.9,8.9,13.3008645864346,30.2,44.0,80.2,35.4,38.1,870165.0,129638.0,450271.0,98623.0,,0.898,24297.5
Umbria,2021,Centro,10.0,8464.3275,58.6,63.4,57.0,55.8,57.4,80.2,52.9,60.5,69.8,69.2,64.6,51.9,52.9,49.0,46.6,56.1,44.0,71.1,65.8,66.2,48.7,68.6,91.8,41.9,63.8,63.0,58.0,64.9,74.6,47.3,91.1,67.4,61.8,79.9,23.9,90.2,15.6,73.9,24.2,45.5,47.7,98.3,14.0,53.6,34.4,96.6,45.6,57.0,74.7,12.52380952380952,517.0,5.9,3.9,42.02483263389387,52.825,0.5,9.4,0.22410771513220112,15.49869011976048,27.799999999999997,921.5619047619048,32.6,38.2,12.0,17.1,71.3,8.1,9.9,27049.822144762788,66.3,60.1,44.6,12.0,13.7662215363381,30.3,43.7,74.3,34.349999999999994,38.1,865452.0,128256.0,447744.0,96764.0,,0.902,27049.822144762788
Umbria,2022,Centro,10.0,8464.3275,61.3,65.5,64.6,54.5,56.3,78.9,62.8,68.4,63.2,71.2,67.5,67.7,66.4,52.1,50.8,43.9,44.0,76.5,64.4,63.5,49.2,72.3,85.4,50.9,74.7,83.4,53.5,49.6,76.7,42.6,99.8,69.8,65.1,111.0,23.9,90.4,42.4,76.3,27.9,49.1,52.4,75.7,12.0,53.8,34.1,96.6,56.4,54.1,74.7,13.13636363636364,515.0,5.2,6.9,51.02270487433225,61.0,0.2,10.4,0.33705385756610057,14.22667680030401,29.2,880.7289719626168,30.2,34.9,7.3,17.1,71.5,22.0,9.0,28796.25684351679,67.0,61.5,39.4,10.9,13.6997702924608,30.2,43.7,79.4,33.3,38.1,858812.0,126312.0,443617.0,94238.0,,0.908,28796.25684351679
Umbria,2023,Centro,10.0,8464.3275,61.2,64.2,68.5,52.1,56.3,79.6,65.2,66.2,56.1,71.2,67.2,73.3,79.7,53.9,38.9,44.7,40.6,84.6,64.4,63.5,49.2,72.3,86.9,55.7,74.7,83.4,49.0,35.6,76.7,42.6,99.8,70.1,64.2,123.0,23.9,93.2,66.1,76.3,31.5,39.3,38.5,72.2,17.2,47.5,33.8,96.6,72.5,54.1,74.7,13.13636363636364,515.0,5.2,6.2,55.84451238783961,61.0,0.2,11.4,0.45,14.22667680030401,29.2,880.7289719626168,29.9,35.8,5.6,17.1,73.7,34.3,9.0,30531.18053118053,65.1,57.4,38.6,13.8,15.5877635234264,30.1,43.7,87.0,33.3,38.1,856407.0,124017.0,442134.0,91454.0,93.4,,30531.18053118053
